Name,Rating Average,Complexity Average
Mine All Mines,5.54,2
Sauschwer,5.35,1.50
Crazy Dancing,5.51,1
Crunch: The Game for Utter Bankers,5.60,1.76
Za Dan,5.45,1.33
Orbit War,5.81,2.57
Mucca Pazza,5.46,1
Mäuse Würfeln,5.37,1
Flippin' Frogs,5.48,1
Ready! Set! Spaghetti!,5.48,1
Dallas: A Game of the Ewing Family,5.54,2.25
Tarawa: Bloody Betio,5.44,2.63
Zoinx!,5.43,0
Vittoria,5.45,2.75
Dread Draw,5.80,1
Draco & Co,5.52,1.47
Don't Say It,5.44,2
Savannah Café,5.51,1.16
Go For The Green,5.57,1.70
This Big!,5.43,1
Rigamarole,5.43,1
Amasser Dragons,7.00,2
Jolly Roger,5.37,1.67
Snake Lake,5.53,1.47
Taste of Poland,5.49,1.17
Chaotic,5.83,2.53
Balancing Moon,5.51,1
Soul Hunters,5.40,2.13
Final Fantasy IX Tetra Master Card Game,5.68,1.50
Jet World,5.38,1
Monopoly:  80th Anniversary Edition,5.64,1.67
Master Quiz,5.26,1.60
United Nations: A Game of World Domination in Our Time,5.46,2.57
Slow Freight,5.40,1.67
Face-it,5.41,1
Tegn og gæt,5.49,1
Clockwork Kingdom,5.32,2.50
Konkurencja,5.85,1.71
Unconditional Surrender,5.44,3.14
Spit!,5.51,1.11
Smear,5.38,1.17
"Schnapp, Land, Fluss!",5.32,1
The Lords of Rock: Mosh Pit,5.83,1
007 James Bond: Live and Let Die,5.43,1.25
Lamborghini: The Official Race Game,5.42,1.67
Vaults,5.69,2.38
Das Jagdspiel,5.56,1
Blockbusters,5.39,1.20
Pirate King,5.63,2.33
Castellers!,5.78,0
Ditto,5.33,0
Blasphemy,5.56,2.80
Die Kette von Saba,5.43,1.50
Smugglers of the Galaxy,5.62,2.48
The Way,5.35,1.33
"Teufel, Teufel!",5.34,2.20
Tortuga,5.44,1.33
Geared: Build Your Bike,5.41,1
Sparta,5.51,1.64
Stratos,7.01,3
Trivial Pursuit: Star Wars - Bite Size,5.18,1.75
Kakuro Challenge,5.52,2.25
Chicken Wings,5.29,0
Monopoly: Here & Now World Edition,5.36,1
Find the Pickle,5.74,1
Willi Wacker,5.43,1
Apples to Apples: Bible Edition,5.44,1.38
Demigods Evolution,5.17,3.75
La Maldición del Templo Cristal,5.34,1.25
"Cemetery Hill: The Battle of Gettysburg, 1-3 July, 1863",5.47,2.40
Dicecapades! Kerfuffle!,5.43,1
Anathema,5.47,1.56
Böse Buben,5.31,1.33
Destination Hogwarts,5.50,1.33
The Banner Saga: Warbands,5.52,2.50
Die grosse Auktion,5.43,1.50
Tashkent Domino,5.57,1
"10-Four, Good Buddy",5.31,1
Arlecchino,5.34,2
Charades for Kids,5.41,1.13
Texas Roll'Em,5.36,1.88
Monopoly: Cthulhu,5.40,0
Madeline,5.31,1
Repeat Pete!,5.27,1
Neuron,5.35,1.88
Clout Fantasy,5.57,1.78
Lotti Karotti: Das Hasenrennen,5.37,1
Skåål,5.50,1.88
1863,5.39,3.07
Boom,5.31,1
Battle: The Game of Strategy,5.62,1.86
Hyves Ranking Game,5.35,1
Pittsburgh 68,5.80,2
Space Poo: The Card Game,5.43,1
Rock Jocks,5.56,1
RisiKo! Pocket,5.57,1
The China War: Sino-Soviet Conflict in the 1980s,5.55,2.59
Galapa Go,5.47,1.57
I Drank What?,5.49,1.13
Bump in the Night,5.56,2.47
Einfach Genial: Das Würfelspiel,5.47,1.29
Say What!?!,5.41,1
Red Code,5.44,2.50
MidEvil,5.48,1.59
M is for Mouse,5.33,1.13
Crazy Diamond & Karatino,5.39,1.83
Oskar,5.26,1.33
Knee Jerk,5.94,1.40
Voll Verladen!,5.31,1
Think Alike,5.27,1
Mandala,5.64,1.67
OrgasMe!: Sex turned into a card game,5.60,1
Vegas,5.44,1.78
3 SPOT game,5.30,1.67
Star Reporter,5.93,2
Napoleon Dynamite: It's Pretty Much My Favorite Animal Game,5.47,1
Burg Klettermax,5.34,1.13
Hepta,5.43,1.50
The Game of Life: Quarter-Life Crisis,5.26,2
Chaos Tiles,5.26,2
City Explorer: Kyoto,5.43,1
Total Mania,5.30,1.25
The Lord of the Rings: The Battle for Middle-Earth,5.61,1.22
5 Second Rule: Uncensored,5.60,2
Double Crossing,5.55,1.31
Die Sprache des Manitu,5.33,1
Paparazzi,5.27,1
Chuck-It Chicken!,5.50,1.17
Simply Suspects,5.51,1.29
Money Lisa,5.34,1.33
Vampire Werewolf Fairies,5.68,1
Scooby-Doo! Expandable Card Game,5.32,1
Chainmail,5.41,2.50
Life's a Pitch,5.18,2
Epäillyt,5.52,1.69
Take Off,5.41,1.62
Bad Hollywood,5.25,2
Het Huis Anubis,5.46,1.67
Outpost: Amazon,5.41,0
Crafty Badger,5.45,1
Ice Cream,5.48,1.09
Rally Fally,5.29,1
Raffzahn,5.29,1
Terra Formars,5.48,2
Star Wars Death Star Boom Boom Balloon,5.04,1
Tor,5.36,1.20
Moustache Smash,5.51,1
Neutreeko,5.49,2
Bonaparte: The Napoleonic Campaigns,5.40,3.33
Gotcha!,5.47,1.25
Inquisitio,5.43,2
Oregon Trail,5.40,2.25
China Incident,5.50,3.10
Lost in Valhalla,5.29,1
Worm Party,5.26,1
Spirits!,5.60,1
Split Decision,5.33,1
Hasami Shogi,5.59,2
Bastogne,5.68,3.25
OMG,5.55,1.25
Dogfight,5.22,1.60
Star Wars: Bounty Hunter - Das Würfelspiel,5.27,1
Splish Splash!,5.41,1
Savage Station,5.38,2.25
Gremlins: Gizmo's Great Escape,5.23,1
Once Upon a Time... Life,5.24,1
Los Viajes del Capitán Foucault,5.18,2
Master and Commander: The Far Side of the World,5.49,2
Jetpack Unicorn,5.34,1
Scene It? Nick,5.41,1
Mine Deeper,5.95,1
Chop Chop,5.44,1
Egyptian Ratscrew,5.52,1.25
Domino Dice,5.43,1
Fast & Fhtagn,5.28,2
Le Marché de Samarkand,5.38,2
Titanic: Der Mythos,5.45,1.07
Keezbord,5.57,1.67
Asteroid Pirates: A Game of Ship to Ship Combat in the Asteroid Belts,5.49,2.60
Sopio,5.57,1.22
Universal Fighting System: Penny Arcade,5.59,2.17
Nodwick: The Card Game,5.52,1.08
Schraumen,5.45,1.17
När & Fjärran,5.34,2
Skoki Narciarskie,5.17,1
Oink!,5.39,1
Penguin Brawl: Heroes of Pentarctica,5.90,1.40
Stumped,5.38,1.50
Custer's Luck,5.38,2.27
Ding!,5.30,2.50
Ballast,5.22,1
Jump Ship!,5.34,1
Witch Hunt,5.25,1
Forgotten Axis: The Romanian Campaign,5.29,3.67
Werner: Volle Socke,5.27,1.33
Killer Bunnies and the Quest for the Magic Carrot: Remix,5.59,1.63
Great Western Railway Game,5.24,1
Equate,5.51,2.22
Autobridge,5.36,2.75
The Italian Campaign: Anzio,5.55,3.55
Stand & Deliver,5.48,1
Planet Hollywood: The Game,5.40,1.20
Clash of Vikings,5.28,2
Farkle,5.56,1.12
Athens,5.60,2
"Last Battles: East Prussia, 1945",5.37,3.67
Expedition: Congo River 1884,5.49,2.22
Es geht seinen Gang,5.34,1
Dragon Valley,5.43,1.17
Centipede,5.40,1.14
Idol Quest,5.25,1.50
Asterix & Obelix,5.45,1.14
Winhard,5.31,1.29
Escape from New York,5.56,1.55
Joust,5.46,2
Bad Maps,5.36,1.50
Dino Dice,5.42,1.22
Scene It? Harry Potter Second Edition,5.49,1
Quest for the Dragonlords,5.52,2.67
Fantasyland,5.32,1.14
This Hallowed Ground,5.21,2.14
Good Help,6.41,2.40
Firefly: Tall Card,5.38,1.67
Meins!,5.38,1
Kookaburra Game,5.21,1.67
The Lost Dutchman,5.64,2
Shit!,5.45,1.18
Senator,5.50,2.03
"Pearl Harbor: The War Against Japan, 1941-1945",5.54,3.31
Movie Buff,5.29,1
Warhammer Warriors: Kal Jerico,4.73,2
Hex Casters,5.43,0
Orcz,5.43,1.81
Sequence Letters,5.24,0
Humm Bug,5.26,1
Fleeced!,5.53,1.22
Jargon,5.29,1
Alien Entity,6.01,2
Dragonriders of Pern: The Book Game,5.38,1.57
Penguin Soccer,5.37,2
Masterline,5.31,2
Elixir,5.55,1.48
Space Base Mutiny,5.47,1
Double Sens,5.23,1
Rooster Booster,5.41,1.31
Pick A Dilly,5.32,1
Who Am I?,5.41,1.50
Stack Market,5.45,1.37
The Italian Campaign: Sicily,5.54,3.43
Carré,5.25,1
Golden Deuce,5.50,1.73
Travel Sequence,5.56,1.43
Bombs Away,5.22,2
Vroom Vroom,5.29,0
High Stakes Drifter,5.52,2.10
Numbers Up,5.21,1.50
UFOs! Fritten aus dem All,5.29,2.25
The Origin of Expressions,5.44,1.36
Just4Fun Colours,5.46,1.08
Hoagie,5.76,1.50
No Bluff!,5.38,1.40
Saba: Palast der Königin,5.53,2.53
A Fistful of Gold,5.59,1.50
Monopoly: Family Game Night Championship Edition,5.28,2
Spin & Trap,5.28,1.80
Bad Beets,5.57,1.33
Raid on Richmond,5.38,2.60
Rumble in the Jungle,5.19,1.29
Kit & Caboodle,5.37,1.50
Bag-O-Loot,5.64,1.67
Little Dead Riding Hood,5.43,2
Isidore,5.48,1.40
Bello,5.21,1
Table Soccer,5.30,1
Luck Plus,5.45,1.14
Mad Libs: The Game,5.20,1.33
Astro Jam,5.30,3
Imperator,5.44,2.10
UNO Madness,5.16,1.50
Odyssey: The Gods Clash,5.29,1.50
Showtime Hanoi,5.41,1.37
Quadtria,5.52,1.75
5 Second Rule Jr.,5.38,1
Falling Coin,5.34,1
Go: The International Travel Game,5.68,1.76
Monopoly: Popular Edition,5.12,1
Crash by Crash,5.38,1.86
M.I.G. (Mobile Intelligence Games),5.33,1
Indiana Jones Akator Temple Race Game,5.37,1
Mister Diamond,5.31,1
Throw 'n Go Jenga,5.40,1.18
Fleet Admiral,5.28,1.67
Bob the Builder: Scoop's Construction Site Game,5.22,1
Doppel X,5.17,1
The Alley Cats Game,5.43,1.25
B.S.: The Game of Being Sneaky,5.61,1.20
Bra$ilis,5.50,1.40
Die Seidenstraße,5.46,1.88
Sloop,5.28,0
Blue Line Hockey,5.53,1.92
Rock Me Archimedes,5.45,1.14
The Great Tour: European Cities,5.60,1
Jeu du Nain Jaune,5.36,1.60
Tribbles Customizable Card Game,5.55,1.50
WorldKiller,5.48,2.69
Grill Party,5.49,1.50
Ace of Spies,5.55,1.64
Sorcerer King,5.24,2.67
At Full Throttle,5.25,1
Redneck Life,5.36,1
Herding Cats,5.16,1
The Chain Game,5.29,1.50
Tuf,5.36,1.83
Famous Forehand: The World's Smallest Tennis Game,5.29,1.14
Geist,5.75,3
Gimme Gimme Guinea Pigs,5.34,1
Castle Dash,5.41,1.83
Tunnelz,5.33,1.33
Suds,5.16,1
CooCoo the Rocking Clown!,5.47,1.08
Snarf Quest,5.24,2
mau mau!!,5.10,1
Flame War,5.46,2.33
Стартап,5.31,2
Thieves Guild,5.82,1.50
Medicine Whoops,5.45,1
Nitro Dice,5.46,2.40
Bendomino,5.66,1.76
Calaboose,5.37,1.13
Take 5,5.38,1
Fast Figure,5.08,1.20
Expeditie Robinson,5.38,1.50
Kingdom Quest,5.41,2.25
Toot and Otto,5.19,1
Murdero,5.57,2.10
Linkity,5.41,1.20
Dino,5.29,1.29
Zahlemann und Söhne,5.41,1
Plague!,5.49,1.25
Destroy BCN!,5.32,1.50
Clouds,5.15,0
Monopoly: Batman,4.98,1.50
Monkey Mission,5.32,1.25
Tintin et le Piège du Totem Dhor,5.24,1.80
Monsta,5.38,2
Out of Context,5.30,1.75
Palatinus,5.46,2.05
Van Helsing,5.44,1.82
Massilia,5.49,2.67
Totem,5.51,2.50
Wir sind schwanger,5.17,1
Rumplestiltskin!,5.22,1
Spectrix,5.22,1.67
Trivial Pursuit: Genus Edition - Bite Size,5.36,1.67
Distant Seas: The Merchant Marine Game,5.31,2
Auf die Birne,5.18,1.33
Mixtape,5.20,1
Teams of Enemies,5.43,1.71
Cthulhu Mash,5.27,3
Kage,5.19,1.75
Dungeon Hustle,5.49,1.50
25 Outlaws,5.29,3.50
Monopoly: Canada (Electronic Banking),5.07,0
Alles Futsch,5.28,2
ego: love,5.29,0
Domain: The Warlock's Challenge,5.40,2.20
Huzzah!,5.43,1.65
The Princess Bride: Miracle Pill,5.30,1.33
Grim,5.16,1
Panda Monium,5.41,1
Backpacker,5.64,1.37
Panicozoo,5.32,1
Linwood,5.43,1.60
Ultimate Combat!,5.38,2
Od,5.45,1.80
Star Wars: Galaxy Rebellion,5.26,1
Commando,5.51,3.47
Black Sheep and White Sheep,5.53,1.13
Falklands Showdown: The 1982 Anglo-Argentine War,5.40,2.33
Batman: The Animated Series - Almost Got 'Im Card Game,5.48,0
The Jam,5.39,1.50
Hoverkraft,5.34,1
Deuce,5.13,1
Molecular: The Strategic Chemistry Tile Game,6.07,2
Super 3,5.34,1
Swärje,5.46,1.56
Fan Tan,5.43,1.32
Battlecards: World Conflict - The Russian Front - Starter Set,5.36,2.20
Order's Up!,5.31,1
Cavemen Playing With Fire,5.58,1.83
Infection,5.14,1.50
PornStar,5.28,1.17
Cowpoker,5.45,1.56
Drago Mago,5.33,1
Clontarf,5.40,2
Movies Trivia Game,5.14,1
Monopoly: Marvel Comics Collectors Edition,5.18,1
Sorry! The Simpsons Edition,5.31,1.50
Space Pigs,5.45,2.09
Guesstimation,5.41,1
Blurt! Card Game,5.23,2
Star Fist,5.17,2
Zombie Ninja Pirates,5.84,1.20
Thinking Man's Football,5.43,2.50
Microdot,5.34,1.25
Whot,5.44,1.25
Schampus,5.32,1
Creature Clash! Card Game,5.48,1.17
"Zombies, Run! The Board Game",5.32,2
Hilarium,5.45,1.09
Seti,5.18,1.33
Aapep,5.32,2
Heart of Africa,5.51,2.82
Top Face!,5.15,0
Die Erbraffer,5.40,1.75
Monster Misfits,5.57,1
Evil Intent,5.70,2.45
Moby Pick,5.51,1
Downspin,5.50,1.15
Make 5,5.17,1.50
Trivial Pursuit: Genus 5,5.53,1.84
Yucatán,5.39,2.60
Deluxe Pass the Pigs,5.51,1.08
Saipan,5.35,3
Warchon,5.13,3
Taco vs. Burrito,5.53,1
Neopets: Adventures in Neopia,5.43,1.38
Pickle Letter,5.27,1
Axis of Evil: A Strategic Wargame,5.74,1
Gastero Speed: Les Gros Bourgognes,5.11,1
BattleBoard,5.21,1
James Bond Secret Agent 007 Game,5.11,1.75
Trivial Pursuit: Star Wars Classic Trilogy Collector's Edition,5.57,1.55
Mastermind for Kids,5.40,1.60
Deluxe Weed!,5.21,1
Ciak! Il gioco di carte,5.81,3
Heroes of Might & Magic IV Collectible Card & Tile Game,5.45,2.86
Diamonsters,5.54,1.06
Sixth Fleet: US/Soviet Naval Operations in the Mediterranean in the 1970's,5.60,2.82
Europe Aflame,5.46,2.46
Diskwars: Legend of the Five Rings,5.33,2.43
aBRIDGEd,5.30,1.63
Food Chain,5.49,1.27
Monster Match,5.15,1
Pirate's Treasure,5.21,1.40
Dry Gulch,5.29,2
My Little Pony Rainbow Magic Game,5.32,1
Squeeky,5.37,1.33
Screwball Scramble,5.54,1.32
Lügenbeutel,5.38,1.36
Where There's A Will,5.21,1
Nino Delfino,5.26,1
T.E.G. Cartas,5.37,0
Kortslutning,5.04,1
Kakerlaloop,5.47,1
Fish Fish,5.40,1.25
Party & Co: Junior,5.20,1
Diary of a Wimpy Kid: Zoo-Wee Mama Card Game,5.11,1
Farkle Flip,5.35,0
Dad's Army,5.08,1.33
Stadt - Land - Fluss,5.26,1.25
Family Feud Strikeout Card Game,5.36,1
Project CIA: The Secret Formula,5.35,1.25
Battle for the Galaxy: Zylatron,5.45,2.13
Petropolis,5.43,1.50
Mini Chuck-it Chicken!,5.33,1
Cat Attack,5.48,1.75
WCW Nitro Trading Card Game,5.36,1.60
Trivial Pursuit Junior Fourth Edition,5.13,2
Taboo Junior,5.36,1
Trivial Pursuit: Volume II,5.32,1.75
Tentacle Bento,5.47,1.29
Der schwarze Pirat: Das Duell,5.38,1
Coral Sea Solitaire,5.25,3.33
Star Wars Miniatures: Starship Battles,5.49,1.66
Space Race,5.07,1
Wetland,5.25,1
Thin Ice,5.25,1.21
Last Letter,5.47,1.17
"Stand & Die: The Battle of Borodino, 1941",5.50,3.56
Anvil-Dragoon: Southwall 1944,5.30,3
"Lumps, the Game of Big Rolls and Smart Holds",5.52,1
Solotaire,5.21,1.25
"Kampfpanzer: Armored Combat, 1937-40",5.63,2.70
Celebrity Taboo,5.41,1.50
Hearing Things,5.06,1
September,5.18,2
Eesti mälumäng,5.15,2
Gobbit Angry Birds,5.29,0
Burger Battle,5.26,1.33
Monopoly Hotels,5.36,1
To the Far Shore,5.36,2.88
Doom and Bloom SURVIVAL!,5.23,2.33
100!,5.23,1
Night of the Ill-Tempered Squirrel,5.15,1
Hot Potato,5.16,1
Cluedo Card Game,5.47,1.17
Intercept: The Electronic Search and Destroy Game,5.20,1
Black Cannon,5.41,1.67
Dead Money,5.43,1.41
Crazy Bullets,5.30,1
Advanced Dungeons & Dragons Battlesystem Skirmishes,5.29,3
The Arabian Pots,5.28,0
Aloha,5.47,2.20
Great Western,5.28,1.75
Basketball Strategy,5.39,2.13
NASCAR Champions,5.40,1.11
Junior Cluedo,5.06,0
Cropredy Bridge: A Fleeting Victory,5.44,3.27
Bam!: Das unanständig gute Wortspiel,5.49,1
Lübeck,5.37,1.75
Barbarossa: Game of the Russo-German War 1941-45,5.34,3.91
Monopoly: The Card Game,5.52,1.47
Cyberpunk: The Collectible Card Game,5.43,2.67
Herzlos,5.21,1.17
Hercules: The Legendary Journeys Trading Card Game,5.21,1.25
Heads Up! Party Game,5.39,1
Heroes and Tricks,5.45,1
Risky Strategy,5.27,1
Wildcraft!,5.57,1.14
Time After Time,5.12,0
Gnomeland,5.34,2.33
Blitzed!,5.14,1
Das Phantom,5.13,1.33
Touch and Go,5.08,2
Drecksause,5.30,1
Monopoly: My Little Pony,5.54,1
Murder City,5.47,2.30
Battle Cattle,5.41,1.50
UNO Dice Game,5.26,1
Chipleader,5.51,2
TomaTomato,5.38,1
Knockout,5.46,1.22
Karnickel,5.43,1.13
Zoon,5.49,1.57
Manchukuo,5.31,2.33
Travel Buff,5.12,1.50
Next!,5.22,1
Disney Tsum Tsum Bubble Fever,5.26,0
König der Maulwürfel,5.38,1.08
Jungli-La,5.32,0
Garfield,5.21,1
The Game of Life: Indiana Jones,5.33,1.71
Drôles de petites bêtes Domino,5.24,1
Rocket Squad,5.29,1.50
Party & Co,5.53,1.61
BAS-KET,5.46,1
Danse Macabre,5.21,1
Wanna Bet?,5.49,1.75
Fort Boyard,5.11,1
Siege,5.37,1.67
Yahtzee Steal the Deal,5.31,1
Warriors of the Promised Land,5.16,2
Bejeweled Frenzy,5.20,1
Pass the Pigs: Pig Party Edition,5.47,1
Naova,5.12,1
Fast 111's,5.04,1
The Horse Race Game,5.06,1
Fuldrigger,5.53,2
Doodle Jump,5.37,1
Pasapalabra,5.02,0
Fantastic Gymnastics,5.42,1
Conflict,5.37,1.38
Chekov,5.21,1.11
Jagd der Vampire,5.41,1.25
PerplexCity: The Boardgame,5.46,2
QuickWits,5.29,1.33
Élve fogd el,5.23,1.10
Forever Young: A Vampire Game,4.90,3
Don't Panic!,5.39,1.23
Black Stories Junior: Blue Stories,4.96,0
Wreckage,5.50,1.73
Simon Flash,5.06,1.50
Taki,5.62,1
DIG IT UP,5.60,1
Spider Wars,5.33,1.44
Serpent Stones,5.41,1.60
Käse Würfeln,5.28,1.17
Woof Meow Biscuits,5.43,1
Tumbling Tower: Rainbow!,5.09,1
Mathable,5.42,2.20
UNO Blitzo,5.20,1
Sjörövarön,5.56,1.38
Shake Up,5.19,1.14
Bloody Legacy,5.34,1
Bloodsuckers,5.47,2.33
Scene It? Comedy Movies,5.05,0
Scene it? Jr.,5.23,1.33
Mana Burn,5.03,1
Automobile für die Welt,4.97,2
PAC-MAN Card Game,4.94,1
Circus Puppy,5.45,1
Hoppla Lama,5.33,1.56
Monopoly: Rudolph the Red-Nosed Reindeer,5.32,1
UNO: Hello Kitty,5.16,1
RSVP,5.32,2.33
UNO: SpongeBob SquarePants,5.54,1.17
Blindes Huhn,5.32,1.14
Space Fleet,5.48,1.81
The Bottom Line,5.29,1.82
Target: Libya,5.37,2.33
Off to the Tower,5.27,1
Leonardo,5.27,1.63
Marauders,5.20,2.29
Casse-toi Pov'con!,5.29,1.14
Battleship Express,5.45,1.12
Quick,5.17,1
Super Simon,5.21,1
Trivia for Dummies,5.19,1
Aladdin's Flying Carpet,5.01,1
Foodie Fight,5.28,1
Collateral Damage,5.88,2.88
Heroes of Graxia,5.48,2.63
Doctor Who: Time Clash - Starter Set,5.16,2.67
Farkle Frenzy,4.94,0
Decathlon,5.36,1.15
Sorcerer: The Game of Magical Conflict,5.53,2.68
Dudab,5.25,1.67
Doctor Faust,5.36,1.62
Koffer packen,5.19,2
Goosebumps: One Day at Horrorland Game,5.09,1.40
Crazy Creatures,4.97,1
Act One,5.27,1.29
UNDO: Curse from the Past,5.49,1
Monopoly: Las Vegas,5.70,2
Cookin' Cookies,5.18,1
Hook!,5.45,1.14
Narnia Risk Junior,5.46,2
Star Wars Galactic Dice Game,5.24,1
Zombergeek,5.28,1
My Monopoly,5.28,1
NichtLustig: Labor Chaos,5.45,1.24
The Game of Sniglets,5.28,3
Chronicle X,6.02,3
RÖK,5.48,1.13
Guinness Game of World Records,5.17,1.33
Scrabble Dice,5.30,1.63
Knock!  Knock!,5.44,1.24
Apples to Apples Mod,5.22,1
Fits,5.39,1
Ubongo: Das Würfelspiel,5.37,1
Knowing Me Knowing You,5.29,1.43
Bleeding Sherwood,5.28,1.43
Meme: The Game - Disney Edition,5.16,0
Ökolopoly,5.32,2.64
Sting,5.35,1.17
4-mation,5.02,1
Formula C Minus,5.19,1
Het goud van de Farao,5.29,1.50
Pandabo,5.06,0
Fruit Ninja Card Game,5.32,1
Colony,4.86,3
The Million Pound Drop,5.25,1.33
Altamira,5.41,2.43
Hurry'Cup!,5.48,1.30
White Elephant,5.35,1
Lao Pengh,5.32,1.83
Monopoly Playmaster,5.29,3
Game of Knowledge,5.41,1.67
Schleck und weg!!,5.10,1
Spider & Fly,5.04,1
The Hunger Games: Training Days,5.35,2.17
Golden Trivia Game: M*A*S*H Edition,5.04,0
Eldorado,5.37,1.75
Maginor,5.48,1.86
Park and Shop,5.37,1.43
Contack,5.28,1.44
The Waylanders,6.30,3
Rush for Glory,5.43,2.54
UNO: Family Guy,5.34,1
Machina,5.36,1.27
Seinfeld Trivia Game,5.16,1
Monopoly Empire,5.58,1.25
Dungeons & Dragons Adventure Game: Diablo II Edition,5.46,2.54
Xena Warrior Princess: The Board Game,5.17,2.20
Den of Thieves,5.20,1.50
The Squirrel Game,5.26,1.14
Magicka Mayhem: The Card Game,5.44,2.67
Celebrity Head,5.07,2
Picnic,5.37,1
Gisborne: Die ersten Kartographen,5.36,1.63
Hogger Logger,5.39,1.33
Scene It? Friends,5.51,1.42
Barons' War,5.36,3
Wizard Würfelspiel,5.34,1
The Mutiny on Little Blue,5.14,1.33
Among Us,5.84,2.67
Quicksand,5.02,1.50
Tutankhamen's Revenge,5.44,1.38
Loża Szyderców,5.22,1.33
Crossed Wires,5.09,1.20
Difference,5.47,1.11
1944: Second Front,4.87,4
Chicken Out,5.26,1.25
Trivial Pursuit: Family,5.22,1
Pan tu nie stał! Demoludy,5.41,1.29
Chupacabra: Survive the Night,5.52,1.05
Dividends,5.44,2.25
Trolls in the Pantry,4.95,1
Star Wars: Destroy Death Star Game,5.38,1.17
Galapagos,5.33,1.50
Safari Round Up,5.15,1.25
Collide-O!,5.07,1.20
Sagarian,5.13,1.50
Battle of Buena Vista,5.27,2.86
Horse-opoly,5.05,0
Papa Bear,5.14,1
Legitimacy,5.48,1.80
Family Feud,5.48,1.16
Canaletto,5.32,1.83
"Trivial Pursuit: TV Edition - 4,800 Questions and Answers",5.33,2
Nick at Nite Classic TV Trivia Game,5.03,1
"The Vampire, the Elf & the Cthulhu",5.51,2.40
Krakatoa,5.48,1.33
Malarky Card Game,4.91,1
Dylan Dog,4.94,1.67
Pants on Fire!,5.20,1
Pirackie Skarby,5.13,1
Dragonslayer,5.46,2.50
Big Deal,5.33,1.30
The Isle of Doctor Necreaux,5.49,1.92
Open Fire: Solitaire Tank Combat in WWII,5.52,2.78
Zimbbos!,5.37,1.11
WWE DVD Board Game,5.09,2.33
Jim Henson's The Dark Crystal: Board Game,5.38,2.33
Mission Command Land,5.46,1.40
S.P.I.V.'s,5.35,1.75
Die Dracheninsel,5.37,1.25
Fantasía S.A.,5.34,1.67
Twisted Farkel,5.06,1
Bioviva,5.34,1.71
UNO: Spider-Man,5.28,1.25
Robotech RPG Tactics,5.25,3.38
Where in the World is Carmen Sandiego? Card Game,5.47,1
Novem,5.23,1
20000 Mijlen onder zee,5.02,2.25
Battlesuit,5.41,2.36
Dragon Rapid Fire,5.46,1
Mr & Mrs,5.08,1
Easy School,5.62,1.08
Trivial Pursuit: Music Edition 1990-Now - Bite-size,5.10,2
Where is Moldova?,5.45,1.33
Der Alchimist,4.99,2
Lang lebe der König!,5.22,2
Cinelinx: A Card Game For People Who Love Movies,5.52,1.75
Maya Madness,5.32,1.36
Risk Battlefield Rogue,5.52,2
Bohnkick,5.32,1.60
Murder Mystery Mansion,5.42,1.60
Tornado Ellie,5.36,0
CardChess,4.89,3
Minderheiten-Quartett,5.23,1
Strolling Bowling,4.87,1
Monopoly: Here & Now Electronic Banking,5.34,2.50
Frag Deadlands,5.48,2
Breaking Point,5.02,0
Scabs `N` Guts,4.91,1
Dwarven Dig!,5.50,2.09
Quad-Ominos,5.19,2.20
DeltaVee,5.40,3.10
Siege,4.93,1
Snifty Snakes,5.39,1.17
Zeppelin,5.36,2.91
BRIDG-IT,5.20,1.83
Barbie Queen of the Prom Game,5.43,1
Robogem,5.04,1
L'Aventure c'est dur,5.54,1
Frontier: The Card Game,8.20,1.50
That's What She Said Game,5.39,1.80
Space Shuffle,5.31,1
Dog Dice,5.14,1
Color-A-Do,5.07,2.33
Scene It? TV,5.46,1.67
Ruse,5.54,1.18
Baggage Claim,5.21,1
Pinocchio,5.43,1
Escape from Elba,5.44,1.68
Spoilers: The Beginning,5.34,1
Cut the Rope: The Card Game,5.15,1
Phlounder,5.28,1.25
Rise or Fall,5.06,1
Push Over,5.01,1.33
Forgotten Axis: The Finnish Campaign,5.14,4
Pony Express,5.32,1.86
Wild Life,5.45,1.53
Age of Soccer,5.59,1.75
Retro,4.97,1
Summer Camp,5.34,1
Jochen der Rochen,5.33,1.07
Frenetic Village,5.32,1.33
Top & Down,5.29,1.29
Diam's,5.26,1.86
Memo Street,5.19,1.17
Zombie Mania!,4.99,1
Calamity!,5.14,1.50
Stone Soup,5.29,1.13
Barbarians: 70 BC - 260 AD,5.38,2.92
Accentuate,5.26,0
HOP!,5.45,1
White Eagle Eastward,5.38,2.47
Magma Monster,5.36,1.20
Locale,5.12,1
Bugs & Co,5.42,1
Carrera de Mente,5.26,1
Gildia,5.05,3.50
Trivial Pursuit: Warner Bros. All Family Edition,5.22,1.75
Star Wars: I've Got a Bad Feeling About This!,5.42,1
ROBiTs,5.48,1
Der Herr der Wichtel,5.06,1.33
Mercante in Fiera,5.24,1.33
Cat Chaos Card Game: Celebrity Edition,5.20,1
Switch: Secrets of the Temple,4.52,2.33
Monopoly: Ultimate Banking,5.68,1.33
Star Wars: Duels Card Game,4.74,1.25
Blackrock City,5.32,1.91
Escape from Colditz Castle,5.15,1.50
Khyber Rifles,5.26,3
King Kong,5.11,1.33
Czech Pub,5.23,1.67
Blanko,5.04,1
Word Rummikub,5.43,2.10
The Worst Game Ever,5.43,1.14
5 Second Rule Mini Game,4.90,0
Pointless: The Board Game,5.33,1.20
